id,number,date,body
1020682682,15539,2022-01-25 00:21:38,"🔴 CI failures at commit 860b142 without any failure in the test-suite\n✔️ Corresponding jobs for the base commit d425012 succeeded\n❔ Ask me to try to extract minimal test cases that can be added to the test-suite\n🏃 @coqbot ci minimize will minimize the following targets: ci-color, ci-elpi, ci-fiat_parsers, ci-hott, ci-mathcomp, ci-mathcomp_base, ci-metacoq, ci-unimath, ci-verdi_raft, ci-vst\n\nYou can also pass me a specific list of targets to minimize as arguments."
1005163830,15434,2022-01-04 20:55:37,The job library:ci-fiat_crypto_legacy has failed in allow failure mode\nping @JasonGross
1005213180,15434,2022-01-04 22:19:28,"🔴 CI failures at commit 75e78c7 without any failure in the test-suite\n✔️ Corresponding jobs for the base commit 4d78b1f succeeded\n❔ Ask me to try to extract minimal test cases that can be added to the test-suite\n🏃 @coqbot ci minimize will minimize the following targets: ci-compcert, ci-elpi, ci-equations, ci-fiat_crypto, ci-fiat_crypto_legacy, ci-fiat_parsers, ci-hott, ci-iris, ci-itauto, ci-mtac2, ci-perennial, ci-verdi_raft, ci-vst\n\nYou can also pass me a specific list of targets to minimize as arguments."
1005213282,15434,2022-01-04 22:19:38,"🔴 CI failures at commit 75e78c7 without any failure in the test-suite\n✔️ Corresponding jobs for the base commit 4d78b1f succeeded\n❔ Ask me to try to extract minimal test cases that can be added to the test-suite\n🏃 @coqbot ci minimize will minimize the following targets: ci-compcert, ci-elpi, ci-equations, ci-fiat_crypto, ci-fiat_crypto_legacy, ci-fiat_parsers, ci-hott, ci-iris, ci-itauto, ci-mtac2, ci-perennial, ci-verdi_raft, ci-vst\n\nYou can also pass me a specific list of targets to minimize as arguments."
1005752493,15434,2022-01-05 14:51:29,"🔴 CI failures at commit e765aba without any failure in the test-suite\n✔️ Corresponding jobs for the base commit 9dbb613 succeeded\n❔ Ask me to try to extract minimal test cases that can be added to the test-suite\n🏃 @coqbot ci minimize will minimize the following targets: ci-color, ci-compcert, ci-equations, ci-math_classes, ci-perennial, ci-rewriter, ci-sf\n\nYou can also pass me a specific list of targets to minimize as arguments."
1008157540,15434,2022-01-08 21:26:16,"🔴 CI failures at commit e28d141 without any failure in the test-suite\n✔️ Corresponding jobs for the base commit 1b1206e succeeded\n❔ Ask me to try to extract minimal test cases that can be added to the test-suite\n🏃 @coqbot ci minimize will minimize the following targets: ci-fiat_crypto, ci-itauto\n\nYou can also pass me a specific list of targets to minimize as arguments."
1008184897,15434,2022-01-08 23:48:30,🔴 CI failure at commit a731603 without any failure in the test-suite\n✔️ Corresponding job for the base commit 1b1206e succeeded\n❔ Ask me to try to extract a minimal test case that can be added to the test-suite\n🏃 @coqbot ci minimize will minimize the following target: ci-fiat_crypto\n\nYou can also pass me a specific list of targets to minimize as arguments.
1008325707,15434,2022-01-09 16:03:37,🔴 CI failure at commit 6e3757f without any failure in the test-suite\n✔️ Corresponding job for the base commit bd6cead succeeded\n❔ Ask me to try to extract a minimal test case that can be added to the test-suite\n🏃 @coqbot ci minimize will minimize the following target: ci-fiat_crypto\n\nYou can also pass me a specific list of targets to minimize as arguments.
1008327856,15434,2022-01-09 16:13:40,🔴 CI failure at commit 6e3757f without any failure in the test-suite\n✔️ Corresponding job for the base commit bd6cead succeeded\n❔ Ask me to try to extract a minimal test case that can be added to the test-suite\n🏃 @coqbot ci minimize will minimize the following target: ci-fiat_crypto\n\nYou can also pass me a specific list of targets to minimize as arguments.
1012637620,15434,2022-01-14 00:22:58,"🔴 CI failure at commit 60161d1 without any failure in the test-suite\n✔️ Corresponding job for the base commit 0e891ae succeeded\n❔ Ask me to try to extract a minimal test case that can be added to the test-suite\n🏃 @coqbot ci minimize will minimize the following target: ci-mtac2\n\nYou can also pass me a specific list of targets to minimize as arguments.\nIf you tag me saying @coqbot ci minimize all, I will additionally minimize the following target (which I do not suggest minimizing): ci-bedrock2 (because base job at 0e891ae failed)"
1012644979,15434,2022-01-14 00:37:12,"🔴 CI failure at commit 60161d1 without any failure in the test-suite\n✔️ Corresponding job for the base commit 0e891ae succeeded\n❔ Ask me to try to extract a minimal test case that can be added to the test-suite\n🏃 @coqbot ci minimize will minimize the following target: ci-mtac2\n\nYou can also pass me a specific list of targets to minimize as arguments.\nIf you tag me saying @coqbot ci minimize all, I will additionally minimize the following target (which I do not suggest minimizing): ci-bedrock2 (because base job at 0e891ae failed)"
1012651992,15434,2022-01-14 00:54:18,"🔴 CI failure at commit 60161d1 without any failure in the test-suite\n✔️ Corresponding job for the base commit 0e891ae succeeded\n❔ Ask me to try to extract a minimal test case that can be added to the test-suite\n🏃 @coqbot ci minimize will minimize the following target: ci-mtac2\n\nYou can also pass me a specific list of targets to minimize as arguments.\nIf you tag me saying @coqbot ci minimize all, I will additionally minimize the following target (which I do not suggest minimizing): ci-bedrock2 (because base job at 0e891ae failed)"
1029117021,15434,2022-02-03 15:38:12,"🔴 CI failures at commit a91cbb3 without any failure in the test-suite\n✔️ Corresponding jobs for the base commit bb5ace7 succeeded\n❔ Ask me to try to extract minimal test cases that can be added to the test-suite\n🏃 @coqbot ci minimize will minimize the following targets: ci-iris, ci-metacoq\n\nYou can also pass me a specific list of targets to minimize as arguments."
1029312617,15434,2022-02-03 19:11:43,"🔴 CI failures at commit 1bc4ae6 without any failure in the test-suite\n✔️ Corresponding jobs for the base commit 91d796e succeeded\n❔ Ask me to try to extract minimal test cases that can be added to the test-suite\n🏃 @coqbot ci minimize will minimize the following targets: ci-iris, ci-metacoq\n\nYou can also pass me a specific list of targets to minimize as arguments."
991740070,15341,2021-12-11 18:29:01,The job library:ci-fiat_crypto_legacy has failed in allow failure mode\nping @JasonGross
